1.06,-0.17,0.02,31.89,-2.65,8.54,1.04,0.17,-0.01,24.15,9.97,-1.55,4
1.07,-0.18,0.09,44.21,-0.37,11.49,1.05,0.28,0,28.87,10.58,-1.98,4
1.1,-0.28,0.15,42.07,4.21,18.99,1.04,0.4,-0.07,27.59,21.62,-7.41,4
1.16,-0.45,0.13,35.37,6.46,30.58,1.1,0.38,0.05,27.93,41.52,-15.85,4
1.18,-0.59,0.17,41.13,13.96,46.46,1.14,0.18,0.26,34.7,48.32,-18.84,4
1.21,-0.76,0.23,56.83,22.1,65.95,1.17,0.21,0.21,62.84,67.62,-26.65,4
1.22,-0.8,0.28,72.71,32.32,90.67,1.12,0.34,0.25,76.22,84.88,-39.79,4
1.22,-0.9,0.21,72.47,42.5,122.1,1.16,0.43,0.32,73.11,109.97,-50.76,4
1.25,-1.13,0.15,71.22,52.35,161.8,1.1,0.41,0.55,70.98,131.28,-53.84,4
1.17,-1.35,0.18,87.47,58.2,199.79,1.1,0.26,0.69,87.38,153.87,-61.34,4
1.26,-1.78,0.27,127.99,74.33,233.35,1.07,0.26,0.86,108.99,190.95,-80.67,4
1.32,-2.11,0.2,187.38,80.95,264.82,1.09,0.39,1.04,135.52,231.62,-97.59,4
1.4,-2.32,0.07,198.96,78.9,308.2,1.15,0.56,1.16,141.89,286.92,-108.81,4
1.4,-2.59,0,184.09,77.38,375.27,1,0.61,1.25,148.51,344.91,-107.68,4
1.55,-3.06,-0.02,224.79,68.87,448.66,1.05,0.59,1.39,178.9,424.18,-101.8,4
1.58,-3.24,-0.23,299.85,65.7,503.81,0.68,0.66,1.62,223.81,500.3,-117.01,4
1.7,-3.26,-0.18,355.58,53.29,558.41,0.53,1.22,1.71,263.35,564.21,-103.08,4
1.7,-3.05,-0.36,362.71,48.38,614.79,0.21,0.94,1.7,248.11,653.35,-106.65,4
1.76,-2.88,-0.24,385.55,45,672.59,0.05,1.17,1.88,243.2,704.73,-80.73,4
2.07,-2.45,0.01,431.46,62.96,705.58,-0.54,1.07,1.75,280.79,742.87,-107.04,4
1.98,-1.79,0.07,405.85,82.56,700.73,-0.44,1.05,1.87,305.61,725.34,-156.98,4
1.78,-1.56,0.11,387.74,99.12,666.28,-0.39,1.23,1.98,302.77,672.32,-165.61,4
1.71,-1.02,0.14,378.38,127.16,603.08,-0.26,1.11,1.68,249.18,627.59,-163.87,4
1.45,-0.39,0.33,378.2,163.87,517.68,-0.11,0.82,1.31,192.23,549.76,-176.37,4
1.23,0.18,0.45,368.48,214.09,412.04,-0.19,0.68,1.26,173.96,461.4,-201.28,4
0.93,0.72,0.6,379.63,264.51,292.2,-0.25,0.6,1.12,154.94,338.48,-223.38,4
0.71,1.01,0.43,292.29,296.71,174.18,-0.1,0.58,0.91,93.66,226.68,-256.43,4
0.61,0.8,0.32,199.6,306.43,60.52,-0.06,0.48,0.7,-1.31,132.96,-271.74,4
0.64,0.88,0.05,126.25,315.67,-64.94,0.01,0.28,0.39,-71.28,65,-269.15,4
0.74,1.13,0.1,-62.84,325.24,-135.61,0.09,0.22,0.13,-148.81,1.65,-283.26,4
0.86,0.77,0.03,-305.76,330.58,-144.88,0.19,0.08,0.2,-239.24,-32.16,-325.21,4
0.9,0.27,-0.23,-338.87,328.48,-149.05,0.27,0.02,0.4,-301.28,-41.89,-341.52,4
0.98,-0.19,-0.52,-218.32,357.41,-193.6,0.19,-0.04,0.47,-342.68,-63.14,-306.71,4
0.87,0.03,-0.64,-116.55,352.44,-277.65,0.11,-0.13,0.38,-373.87,-79.24,-274.09,4
0.6,0.04,-1.03,-75.64,300.7,-328.9,-0.1,-0.18,0.45,-355.06,-104.73,-295.85,4
0.01,-0.65,-1.66,-148.96,201.98,-310,-0.23,-0.29,0.47,-297.56,-152.35,-252.26,4
-0.63,-1.24,-1.74,-262.1,102.68,-231.22,-0.04,-0.08,0.34,-270.21,-128.66,-149.76,4
-0.8,-2.02,-1.6,-275.85,14.54,-154.97,-0.26,0.12,0.36,-214.94,-57.93,-7.41,4
-1.26,-2.8,-1.54,-154.66,-103.11,-56.71,-0.67,-0.38,0.21,-136.52,51.22,125.82,4
-1.31,-2.89,-0.85,-86.71,-207.53,93.75,-0.91,-0.31,0.87,-91.4,104.82,242.65,4
-1.03,-2.11,0.19,-141.4,-257.93,247.26,-1.25,0.08,1.1,-35.73,175.55,299.85,4
-1.39,-0.99,0.82,-260.85,-267.29,362.84,-2.07,0.75,0.56,-8.69,184.51,322.84,4
-0.96,-0.97,1.5,-285.61,-226.01,432.13,-1.8,0.71,0.34,-151.83,278.57,260.91,4
-0.67,-0.86,1.54,-301.31,-187.07,443.41,-1.44,0.61,0.51,-75.85,291.98,227.77,4
0.05,-0.83,2.12,-257.41,-128.29,450.09,-1.31,0.82,0.14,-41.13,315.03,164.91,4
0.51,-0.16,2.51,-163.51,-55.85,422.65,-0.76,0.79,0.12,33.14,304.18,54.79,4
0.58,0.87,2.3,-75.49,23.78,351.01,-0.62,1.06,0.13,21.19,225.52,-0.95,4
0.46,1.87,1.89,-54.97,129.82,281.13,-0.33,1.11,-0.03,-96.86,254.24,-98.57,4
0.53,2.17,1.38,-138.99,200.09,205.43,-0.28,0.71,-0.3,-250.58,198.2,-145.67,4
0.52,1.35,0.5,-200.4,248.9,147.38,-0.18,0.18,-0.67,-329.76,173.57,-229.88,4
0.38,1.75,0.47,-71.92,345.03,21.13,-0.57,-0.33,-0.55,-269.76,106.86,-267.59,4
0.41,1.95,0.39,-57.41,387.13,-87.38,-0.92,-0.28,-0.5,-227.44,-44.45,-273.02,4
0.37,1.65,-0.06,-100.73,399.24,-166.16,-0.74,0.19,-0.13,-229.91,-125.58,-339.05,4
0.25,1.32,-0.5,-166.46,373.45,-228.9,-0.61,0.47,0.12,-224.97,-173.11,-381.19,4
0.19,1,-0.78,-250.09,331.16,-272.65,-0.64,0.61,0.19,-271.37,-223.75,-334.82,4
-0.07,0.6,-1.17,-272.77,289.66,-302.23,-0.6,0.6,0.21,-389.79,-225.76,-263.14,4
-0.37,-0.03,-1.17,-256.22,249.39,-319.51,-0.95,0.11,0.06,-383.17,-220.43,-206.31,4
-0.89,-0.72,-1.74,-256.74,180.49,-314.91,-1.09,-0.86,0.19,-314.51,-223.51,-168.11,4
-0.99,-0.95,-1.82,-177.13,119.51,-305.85,-1.12,-1.11,0.72,-179.54,-263.38,-124.79,4
-1,-1.7,-1.82,-152.74,33.6,-243.93,-0.7,-0.49,0.9,-92.62,-250.03,-63.23,4
-1.24,-2.32,-1.79,-161.31,-61.31,-173.84,-0.58,-0.27,0.99,-85.64,-163.66,56.59,4
-1.28,-2.74,-1.51,-196.4,-165.12,-71.16,-0.52,-0.27,1.15,-102.07,-69.97,161.22,4
-1.18,-2.75,-0.99,-256.8,-248.29,53.6,-0.73,-0.24,1.3,-58.72,32.87,230.37,4
-1.15,-2.4,-0.53,-310.88,-320.82,157.41,-1.09,0.01,1.11,24.91,106.13,265.61,4
-1.2,-1.79,-0.36,-366.89,-387.41,232.74,-1.33,0.45,0.89,30.76,171.52,288.11,4
-0.63,-1.74,0.59,-226.16,-384.24,248.14,-1.34,0.62,0.64,15.09,233.75,300.76,4
-0.22,-1.48,0.51,-105.3,-390.76,247.01,-1.07,0.37,0.53,9.05,279.36,271.34,4
0.38,-1.15,1.23,21.8,-312.56,305.91,-0.74,0.35,0.37,37.35,285.82,207.68,4
0.7,-0.19,2.21,103.08,-185.09,308.17,-0.71,0.57,0.04,76.25,241.25,124.51,4
0.59,0.6,2.21,83.05,-77.74,303.14,-0.65,0.71,-0.08,29.48,212.44,-1.77,4
0.58,1.31,1.79,-11.22,56.37,249.05,-0.48,0.63,-0.03,-94.88,222.07,-100.03,4
