1.04,-0.52,0.11,142.99,-23.2,36.83,1.21,0.26,0.02,187.62,31.86,33.72,0
1.11,-0.52,0.11,212.77,-19.54,43.26,0.97,0.35,0.01,176.95,58.26,11.59,0
1.14,-0.38,0.09,271.19,-14.24,53.32,1.06,0.3,0.05,175.43,79.57,14.66,0
1.23,-0.29,0.07,276.89,-7.93,74.3,1.17,0.28,0.09,187.62,92.2,19.88,0
1.32,-0.37,0.05,234.18,-9.42,112.99,1.26,0.25,0.16,193.87,105.76,18.45,0
1.32,-0.56,-0.02,204.82,-12.77,147.35,1.33,0.26,0.27,197.74,128.87,27.04,0
1.39,-0.87,-0.04,237.1,-10.79,158.32,1.32,0.21,0.37,198.26,159.12,45.85,0
1.44,-0.72,0.08,229.6,-7.2,186.83,1.28,0.15,0.56,195.15,175.55,47.93,0
1.43,-0.98,0.04,165.55,-12.26,238.93,1.3,0.17,0.65,181.22,193.99,42.65,0
1.24,-1.16,-0.03,145.46,-17.59,266.31,1.16,0.09,0.74,163.93,227.23,56.43,0
1.11,-1.3,0,152.71,-17.16,285.58,0.88,0.05,0.97,139.09,256.19,65.09,0
0.88,-1.11,0.01,139.63,-16.46,300.73,0.63,-0.01,0.97,134.36,263.69,67.2,0
0.61,-0.97,-0.01,98.99,-21.68,320.09,0.38,0.02,0.94,134.51,272.38,65.4,0
0.32,-0.79,-0.11,62.29,-33.93,328.32,0.12,0.03,0.86,110.58,276.49,67.56,0
0.21,-0.77,-0.09,57.99,-36.37,325.03,-0.06,-0.01,0.76,79.51,273.99,82.38,0
0.2,-0.57,-0.03,73.72,-30.98,306.19,-0.09,-0.12,0.69,74.05,274.7,75.55,0
0.14,-0.36,0.02,71.65,-21.55,287.41,-0.14,-0.14,0.63,83.11,260.03,61.16,0
0.11,-0.21,0.06,56.52,-11.04,260.46,-0.16,-0.08,0.65,83.11,233.9,43.2,0
0.16,-0.13,0.04,43.38,1.19,220.12,-0.06,-0.1,0.64,67.9,199.6,21.55,0
0.25,-0.07,0.02,27.59,16.34,172.1,0.08,-0.15,0.62,50.21,159.63,-1.34,0
0.28,0,0,3.54,31.8,120.52,0.18,-0.17,0.61,35.61,109.12,-23.87,0
0.29,0.01,-0.04,-29.39,44.15,67.32,0.28,-0.16,0.62,16.1,62.65,-46.04,0
0.39,-0.03,-0.12,-43.96,51.46,6.59,0.39,-0.13,0.64,-7.04,9.88,-55.49,0
0.51,-0.18,-0.15,-14.88,55.27,-64.3,0.49,-0.08,0.62,-37.5,-50.4,-59.54,0
0.64,-0.3,-0.23,30.7,46.77,-135.24,0.67,-0.06,0.5,-35.67,-97.29,-60.3,0
0.86,-0.57,-0.13,90.58,29.3,-195.73,0.91,-0.04,0.61,5.12,-128.2,-52.38,0
1.22,-1.11,0.02,120.21,4.39,-224.79,1.25,0.11,0.87,57.87,-146.37,-40.79,0
1.34,-1.62,-0.14,81.46,-43.23,-195.79,1.81,0.18,0.87,109.48,-145.12,1.8,0
1.37,-1.04,-0.29,80.09,-75.67,-148.02,1.86,0.14,0.75,77.13,-104.48,58.05,0
1.61,-1.49,0.27,-17.74,-107.96,-13.26,1.76,0.72,1.04,58.6,-52.13,111.04,0
1.15,-1.85,0.43,-125.79,-146.37,82.47,1.45,0.58,1.4,-21.4,17.93,144.45,0
0.69,-2.03,0.23,-94.76,-174.73,98.81,0.85,0.23,1.54,-35.61,28.99,167.65,0
0.43,-2.03,0.35,11.46,-177.29,98.02,0.37,0.22,1.53,14.18,29.39,182.74,0
0.33,-1.75,0.93,71.07,-158.11,124.42,0.17,0.32,1.38,106.19,47.26,158.32,0
0.04,-1.17,1.17,31.62,-137.77,173.35,-0.06,0.65,1.23,135.73,71.46,114.21,0
-0.38,-1.02,1.04,-46.43,-99.12,226.86,-0.4,0.7,1.03,57.9,120.73,75.49,0
-0.59,-1.13,0.9,-55.06,-53.84,256.77,-0.57,0.41,0.83,-5.3,190.7,41.98,0
-0.67,-0.91,0.77,-16.62,-11.52,265.58,-0.8,0.11,0.8,15.73,235.52,10.85,0
-0.95,-0.32,0.57,-56.28,20.4,292.32,-1.09,0.02,0.61,67.07,246.8,-37.32,0
